City,Sentiment,Count,Month,Language
"Place du Nord 6, 1005 Lausanne",NEUTRAL,1,may,fr
スイス,NEUTRAL,43,may,fr
León/Chavornay/Halloween Town,NEUTRAL,2,may,fr
"Switzerland, Geneva",NEUTRAL,1,may,fr
Suisse-Genève,NEUTRAL,3,may,fr
région parisienne,NEUTRAL,1,may,fr
"Saint-Maurice, Valais",NEUTRAL,7,may,fr
1968 Mase Suisse,NEUTRAL,3,may,fr
Le Mont-sur-Lausanne,NEUTRAL,1,may,fr
Lausanne,NEUTRAL,10669,may,fr
None,NEGATIVE,45,may,fr
France,POSITIVE,6,may,fr
"Valencienne, France.",NEUTRAL,11,may,fr
Yverdon,NEUTRAL,5,may,fr
Lausanne-vers-Ouest,NEUTRAL,2,may,fr
links,NEUTRAL,14,may,fr
Lyon - Genève - Bogotá,NEUTRAL,5,may,fr
spiez,NEUTRAL,1,may,fr
Exilé Franco-Israélo-Russe,POSITIVE,1,may,fr
L.❤️,NEUTRAL,1,may,fr
"VS // SG, Switzerland",NEUTRAL,22,may,fr
lyon,NEUTRAL,139,may,fr
Roanne beach,NEUTRAL,5,may,fr
"Prilly, Suisse",NEUTRAL,6,may,fr
U.S.,NEUTRAL,1,may,fr
Lutry,POSITIVE,1,may,fr
Saint Martin de Londres,NEUTRAL,1,may,fr
fr/ch/tn,NEUTRAL,31,may,fr
"Valais, Magnot 6.3",NEUTRAL,1,may,fr
Summoner's Rift,NEUTRAL,2,may,fr
"Chambéry, FR / Manchester, UK",NEUTRAL,8,may,fr
Ecublens,NEUTRAL,1,may,fr
Sadnessland,NEGATIVE,4,may,fr
Zurigo,POSITIVE,1,may,fr
Central City,NEUTRAL,7,may,fr
Death Star,NEUTRAL,3,may,fr
Boulogne Billancourt,POSITIVE,1,may,fr
Swiss,NEUTRAL,3717,may,fr
"Vaud, CH",NEUTRAL,2,may,fr
"Romanel, Switzerland",NEUTRAL,2,may,fr
made in 9.4 ...,NEUTRAL,1,may,fr
Switzerland / Basel / Lausanne,NEUTRAL,5,may,fr
Paris Sud,NEUTRAL,1,may,fr
"Villars-sur-Glâne, Suisse",NEUTRAL,40,may,fr
Trieste,NEUTRAL,1,may,fr
"Grand-Pont 22, 1950 Sion / VS",NEUTRAL,1,may,fr
Les Valettes,NEUTRAL,4,may,fr
Lugano,POSITIVE,1,may,fr
"Morges,Vaud,Suisse,Switzerland",NEUTRAL,1,may,fr
World,NEUTRAL,3,may,fr
PARIS FRANCE,NEUTRAL,1,may,fr
Fribourg - Switzerland,NEUTRAL,3,may,fr
SC: chavez_alex02,NEUTRAL,1,may,fr
Barcelona-España,NEUTRAL,1,may,fr
Lyon - France,NEUTRAL,1,may,fr
"✨ Saint-Etienne, Rhône-Alpes ✨",NEUTRAL,1,may,fr
N 46°51' 0'' / E 6°42' 0'',NEUTRAL,1,may,fr
Thun,NEUTRAL,7,may,fr
"Irving, TX",NEUTRAL,1,may,fr
Genf,POSITIVE,4,may,fr
"Carouge, GE, Suisse",NEUTRAL,9,may,fr
España,NEUTRAL,1,may,fr
brussel,NEUTRAL,2,may,fr
"Neuffen, Baden-Württemberg",NEUTRAL,2,may,fr
Suisse Romande (Switzerland),NEUTRAL,1,may,fr
".fr, .be, .ch, .eu | Lausanne",POSITIVE,10,may,fr
"Swiss, Geneva",NEUTRAL,11,may,fr
"Basel, Suiza",NEUTRAL,1,may,fr
"Montréal, Québec",NEUTRAL,2,may,fr
La Chaux-de-Fonds,NEUTRAL,2,may,fr
GVA • MNL,NEUTRAL,2,may,fr
Echichens,NEUTRAL,10,may,fr
FR • EN • DE,NEUTRAL,2,may,fr
İstanbul - Trabzon,NEUTRAL,2,may,fr
"Freiburg, Schweiz",NEUTRAL,50,may,fr
Genève - Luanda - Kinshasa,NEUTRAL,146,may,fr
Zürich/Switzerland,NEUTRAL,1,may,fr
"Penthalaz, Suisse",NEUTRAL,1,may,fr
94410,NEUTRAL,138,may,fr
Carouge GE,NEUTRAL,6,may,fr
Storm Freerun,NEUTRAL,1,may,fr
الكويت,NEUTRAL,1,may,fr
FRANCE,NEUTRAL,2,may,fr
VALENCIENNES,NEUTRAL,2,may,fr
"Haute-Savoie, Rhône-Alpes",NEUTRAL,4,may,fr
Lausanne-Suisse-Kinshasa,NEUTRAL,3,may,fr
"Nice, France - Rome, Italy",NEUTRAL,1,may,fr
NANCY,POSITIVE,1,may,fr
"Ecublens, Suisse",NEGATIVE,1,may,fr
"New Bern, NC",NEUTRAL,1,may,fr
"Spitalfields, London",NEUTRAL,6,may,fr
Nique ta mère pq tve savoir??,NEUTRAL,42,may,fr
Lausanne / St-Gin,NEUTRAL,9,may,fr
Vevey (Suisse),NEUTRAL,1,may,fr
"Nendaz, Valais",POSITIVE,1,may,fr
"Moutier, Berne",NEUTRAL,23,may,fr
Sacramento,NEUTRAL,1,may,fr
zurich suiça,NEUTRAL,2,may,fr
"New Jersey, USA",NEUTRAL,2,may,fr
"Krakow, Lesser Poland",NEUTRAL,1,may,fr
Verbier,NEUTRAL,1,may,fr
Sion,NEUTRAL,2,may,fr
Genève Suisse,NEUTRAL,4,may,fr
Sankt Gallen,NEUTRAL,4,may,fr
Strasbourg,NEUTRAL,7,may,fr
"Faoug, Vaud",NEGATIVE,1,may,fr
Preverenges Suisse,NEUTRAL,4,may,fr
Chur,NEUTRAL,6,may,fr
Marseille,NEUTRAL,4,may,fr
French Alps,NEUTRAL,3,may,fr
"Naples, FL",NEUTRAL,17,may,fr
Switzerland/France,NEUTRAL,6,may,fr
"Chicago, IL",NEUTRAL,5,may,fr
Bienne - Bucarest,NEUTRAL,3,may,fr
"Cousset, district de la Broye",NEUTRAL,1,may,fr
"Parigi, city of lights",NEUTRAL,1,may,fr
"Ottawa, Ontario, Canada",NEUTRAL,1,may,fr
"46.375656,6.919652",NEUTRAL,10,may,fr
EXO Planet,NEUTRAL,1,may,fr
Snapchat: metinsenler,NEUTRAL,2,may,fr
"Colombes, Ile-de-France",NEUTRAL,1,may,fr
"Dubai , UAE",NEUTRAL,1,may,fr
"Manado, Indonesia",NEUTRAL,1,may,fr
Schweiz,POSITIVE,74,may,fr
Switzerland,NEGATIVE,214,may,fr
Geneve Swiss,NEUTRAL,1,may,fr
"iPhone: 46.314175,7.987316",NEUTRAL,3,may,fr
Aigle,NEUTRAL,97,may,fr
"Lausanne/Genève, Suisse",NEUTRAL,1,may,fr
"St. Gallen, Zürich, Lausanne",NEUTRAL,1,may,fr
Paris Geneve Afrique,NEUTRAL,1,may,fr
Chaux-de-Fonds,NEUTRAL,7,may,fr
ZRH,NEUTRAL,1,may,fr
"Vaud, Switzerland",NEUTRAL,10,may,fr
#TeamMinaj #TeamTinashe,NEUTRAL,12,may,fr
"Bern, Zürich, Basel",NEUTRAL,1,may,fr
Geneve - Suiça,NEUTRAL,1,may,fr
Grésy sur Isère - Savoie,NEUTRAL,1,may,fr
Geneva,NEUTRAL,8687,may,fr
"Vannes, France",NEGATIVE,1,may,fr
parts unknown,NEUTRAL,1,may,fr
France/Suisse/Algérie/Tunisie,NEUTRAL,9,may,fr
"Cartigny, Genève",NEUTRAL,5,may,fr
Vaulx en Velin,NEUTRAL,1,may,fr
"Savigny, Vaud",NEUTRAL,1,may,fr
Helvetia,POSITIVE,2,may,fr
Bouveret Suisse,NEUTRAL,5,may,fr
Arkham,NEUTRAL,43,may,fr
WhitesiderDirectionerBelieber,NEUTRAL,2,may,fr
Genève - Lausanne - Zürich,NEUTRAL,1,may,fr
"Agadir, Maroc",NEUTRAL,1,may,fr
Geneva & elsewhere…,NEUTRAL,2,may,fr
lausanne - switzerland,NEUTRAL,7,may,fr
Genève - Marseille,POSITIVE,3,may,fr
Fribourg - Suisse,NEUTRAL,1,may,fr
"Romania, Banat county",NEUTRAL,1,may,fr
"bangkok , thailand",NEUTRAL,1,may,fr
Zürich,POSITIVE,124,may,fr
"Jura, France",NEUTRAL,3,may,fr
"Bémont, Neuchâtel Suisse",NEUTRAL,7,may,fr
"Lausanne, Suisse",NEUTRAL,87,may,fr
Genève et Haute Savoie,NEUTRAL,3,may,fr
Leeds,NEUTRAL,1,may,fr
"Martigny, Suisse",NEUTRAL,6,may,fr
"Vannes, Bretagne",NEUTRAL,1,may,fr
"Toulouse, FRANCE",NEUTRAL,1,may,fr
Genève,POSITIVE,1026,may,fr
"Lausanne, Switzerland",NEUTRAL,46,may,fr
Schweiz | Switzerland | Suiza,NEUTRAL,2,may,fr
La Chaux-de-Fonds / Suisse,NEUTRAL,12,may,fr
Italia - Schweiz - România,NEUTRAL,3,may,fr
Cambridge,NEUTRAL,1,may,fr
"Neuchâtel, Suisse",NEUTRAL,143,may,fr
Hordain,NEUTRAL,2,may,fr
"Ascona, Ticino Svizzera",NEUTRAL,2,may,fr
Santiago.,NEUTRAL,1,may,fr
"Yverdon-les-Bains, Suisse",NEUTRAL,2,may,fr
Montreux Riviera,NEUTRAL,1,may,fr
"Lausanne,CH",NEUTRAL,1,may,fr
La Sarraz,NEUTRAL,4,may,fr
"Bangkok, Thailand",NEUTRAL,1,may,fr
Paris/Gwada,NEUTRAL,2,may,fr
"St Gallen, Switzerland",NEUTRAL,2,may,fr
"Bulle, Switzerland",NEUTRAL,1,may,fr
"Columbus, OH",NEUTRAL,1,may,fr
"Gland, Suisse",NEUTRAL,156,may,fr
Lugano (Switzerland),NEUTRAL,1,may,fr
"Watsonville, CA",NEUTRAL,1,may,fr
Delémont,NEUTRAL,195,may,fr
New York,NEUTRAL,6,may,fr
"Blonay, Vaud",NEUTRAL,1,may,fr
University of Fribourg,NEUTRAL,1,may,fr
Suiza,NEUTRAL,81,may,fr
سلطنة عمان,NEUTRAL,5,may,fr
New-York,NEUTRAL,4,may,fr
"LDN, GVA, NYC, HKG",NEUTRAL,1,may,fr
Allemagne,NEUTRAL,6,may,fr
Vevey,NEUTRAL,3,may,fr
GEX France,NEUTRAL,10,may,fr
De Cartagena a Neuchâtel.,NEUTRAL,6,may,fr
"Strasbourg, Alsace",NEUTRAL,7,may,fr
moonlight bae,NEUTRAL,1,may,fr
"Gonesse , France",NEUTRAL,1,may,fr
Swiss || My Steam : MmeKitKat,NEUTRAL,6,may,fr
"Switzerland, en suisse",NEUTRAL,1,may,fr
"Zurich, Switzerland",NEUTRAL,6,may,fr
Annecy (Maison de Savoie),NEUTRAL,2,may,fr
Ste - Croix,NEUTRAL,12,may,fr
Genf,NEGATIVE,10,may,fr
bzh,NEGATIVE,2,may,fr
Helsingborg,NEUTRAL,1,may,fr
"South Park, WY",NEUTRAL,114,may,fr
Aigle (Suisse),NEUTRAL,4,may,fr
Brugg,NEUTRAL,27,may,fr
@tokiohotel follow,NEUTRAL,12,may,fr
Interlaken,NEUTRAL,2,may,fr
Geneve,POSITIVE,18,may,fr
"mumbai,india",NEUTRAL,1,may,fr
geneva,NEUTRAL,2,may,fr
Genève - Suisse,NEUTRAL,20,may,fr
1920 Martigny / VS,NEUTRAL,1,may,fr
Bern (Switzerland),NEUTRAL,1,may,fr
Biel/Bienne,POSITIVE,2,may,fr
"Fribourg, Suisse.",NEUTRAL,3,may,fr
"Disentis/Mustér, Graubünden",NEUTRAL,2,may,fr
genève,NEUTRAL,6,may,fr
"Valenciennes,France",NEUTRAL,1,may,fr
1220,NEUTRAL,194,may,fr
MIAMI,NEUTRAL,1,may,fr
"Sion, Suisse",NEUTRAL,7,may,fr
Basel - Dubai,NEUTRAL,1,may,fr
"46.464697,6.869727",NEUTRAL,2,may,fr
"Chãtelaine, Vernier, Genève",NEUTRAL,5,may,fr
"Bornival, Belgium",NEUTRAL,15,may,fr
Fribourg,POSITIVE,27,may,fr
"Neuchâtel, Switzerland",NEUTRAL,3,may,fr
"Lausanne, CH (et Lyon, FR)",NEUTRAL,7,may,fr
orthez,NEUTRAL,11,may,fr
Zuerich,NEUTRAL,2,may,fr
Curitiba - Brasil,NEGATIVE,1,may,fr
Paris,NEUTRAL,205,may,fr
CH,POSITIVE,18,may,fr
"Annecy, France",NEUTRAL,1,may,fr
France/Suisse/Canada/Lux.,NEUTRAL,2,may,fr
Shqiperia / Genève,NEUTRAL,47,may,fr
"Suisse,Genève",NEUTRAL,2,may,fr
Olten,NEUTRAL,2,may,fr
Martinique,NEUTRAL,79,may,fr
Snapchat : Ciccio_Bello,NEUTRAL,30,may,fr
Suisse+Portugal.,NEUTRAL,14,may,fr
Milan,NEUTRAL,2,may,fr
Lausanne (Suisse) - Lyon,NEUTRAL,1,may,fr
PARIS RP,NEUTRAL,1,may,fr
outerspace,NEUTRAL,8,may,fr
Bâle,NEUTRAL,33,may,fr
SUISSE -VALAIS- VAL D HERENS,NEUTRAL,12,may,fr
"Lausanne, Vaud, Switzerland",NEUTRAL,12,may,fr
"Aigle, Suisse",NEUTRAL,3,may,fr
Neuchâtel-Suisse,NEGATIVE,1,may,fr
Faverges France Haute Savoie,NEUTRAL,1,may,fr
"Switzerland, Lausanne",POSITIVE,1,may,fr
par là,NEUTRAL,1,may,fr
"Vevey, Schweiz",NEUTRAL,1,may,fr
Schweiz,NEGATIVE,9,may,fr
rue du paradis,NEUTRAL,19,may,fr
Hogwarts.,NEUTRAL,117,may,fr
Qatar-Switzerland-France,NEUTRAL,3,may,fr
"Préverenges, Vaud, Suisse",POSITIVE,1,may,fr
"Baden, Schweiz",NEUTRAL,1,may,fr
Monthey,NEUTRAL,331,may,fr
Suisse,POSITIVE,2189,may,fr
Les Clayes sous Bois,NEUTRAL,2,may,fr
Singapore,NEUTRAL,1,may,fr
Au Paradis Des Diablesses,NEUTRAL,4,may,fr
"manila, philippines",NEUTRAL,1,may,fr
Currently Switzerland,NEUTRAL,1,may,fr
"1095 Lutry, Suisse",NEUTRAL,1,may,fr
bourg saint maurice # alpes #,NEUTRAL,2,may,fr
Lucerne,NEUTRAL,18,may,fr
London vs. Switzerland,NEUTRAL,14,may,fr
Berne,NEUTRAL,7,may,fr
GENEVE,NEUTRAL,6,may,fr
Neuchatel - Suisse,NEUTRAL,1,may,fr
Fribourg - Rte de Villars 37,NEUTRAL,4,may,fr
"#Chateauform-Champéry, Suissey",NEUTRAL,1,may,fr
Bern - ursprünglich Altstätten,NEUTRAL,1,may,fr
"Paris, Ile-de-France",POSITIVE,10,may,fr
"Toulouse, France",NEUTRAL,2,may,fr
Russin (Suisse),NEUTRAL,14,may,fr
"Genève, Bosna",NEUTRAL,33,may,fr
mtz,NEUTRAL,4,may,fr
Svizzera,NEUTRAL,7,may,fr
"Chur, Graubünden, Schweiz",NEUTRAL,1,may,fr
Port-la-Nouvelle,NEUTRAL,4,may,fr
"Caen, France",NEUTRAL,1,may,fr
GE,NEUTRAL,1,may,fr
Web - Suisse romande,NEUTRAL,11,may,fr
"Vétroz, Valais, Suisse",NEUTRAL,1,may,fr
Worldwide,NEUTRAL,9,may,fr
* Anime World * CH,NEGATIVE,1,may,fr
Makkah,NEUTRAL,1,may,fr
Suica,NEUTRAL,1,may,fr
Macaé,NEUTRAL,1,may,fr
Lausanne la Verte,NEUTRAL,1,may,fr
Mumbai,NEUTRAL,1,may,fr
cαɴαdα ѕтrαтғord тoroɴтo 1994,NEUTRAL,14,may,fr
Gnv,NEUTRAL,1,may,fr
Rouen - France,NEUTRAL,1,may,fr
"Buchrain, Switzerland",POSITIVE,1,may,fr
Genève,NEGATIVE,103,may,fr
Valais Suisse,NEUTRAL,24,may,fr
Bordeaux/Poitiers/Nantes/Paris,NEUTRAL,6,may,fr
"Marly-la-Ville, Ile-de-France",NEUTRAL,6,may,fr
Swiss|NE & MKD,NEUTRAL,1,may,fr
"Annecy, Rhône-Alpes",NEUTRAL,1,may,fr
Nyon - Switzerland,NEUTRAL,2,may,fr
Leiria,NEUTRAL,1,may,fr
Laufenburg,NEUTRAL,8,may,fr
A,NEUTRAL,239,may,fr
美味しいもののあるとこ,NEUTRAL,1,may,fr
lausanne,NEGATIVE,1,may,fr
Yvelines-France,NEUTRAL,1,may,fr
"Monthey, Suisse",NEUTRAL,4,may,fr
Québec,NEUTRAL,1,may,fr
Caminando hacia la meta,NEUTRAL,1,may,fr
Lyon,NEUTRAL,7,may,fr
Toronto/Suisse,NEUTRAL,1,may,fr
"Geneva, Ohiooooo ❤",NEUTRAL,1,may,fr
Austrália,NEUTRAL,1,may,fr
Montreux,NEUTRAL,6,may,fr
paris 78,NEUTRAL,12,may,fr
downtown Piripoumesdorf,NEUTRAL,1,may,fr
villemandeur,NEUTRAL,1,may,fr
"Bern, Switzerland",NEUTRAL,2,may,fr
"Lausanne, Suisse.",NEUTRAL,25,may,fr
.252.,NEUTRAL,2,may,fr
"Bougy-Villars, Switzerland",NEUTRAL,1,may,fr
In the atmosphere !,NEUTRAL,1,may,fr
In space,NEUTRAL,1,may,fr
Lyon Dijon,NEUTRAL,10,may,fr
"Bougy-Villars, Vaud",NEUTRAL,4,may,fr
"Marseille, Provence-Alpes-Côte",NEUTRAL,2,may,fr
The Far Side of the Moon,NEUTRAL,3,may,fr
Zürich,NEUTRAL,1276,may,fr
"Geneva, Switzerland",NEUTRAL,185,may,fr
Bangkok,NEUTRAL,3,may,fr
"Lausanne, Sweetzerland",NEUTRAL,3,may,fr
Lenzburg,NEUTRAL,3,may,fr
Svajcarska,POSITIVE,1,may,fr
"Brou, Centre",NEUTRAL,2,may,fr
252,NEUTRAL,2,may,fr
Genève - Lisboa,NEUTRAL,1,may,fr
Autour de Lausanne,NEUTRAL,3,may,fr
Valais Suisse.,NEUTRAL,1,may,fr
suisse,POSITIVE,2,may,fr
Genève.,NEUTRAL,5,may,fr
Marly le Roi,NEUTRAL,1,may,fr
"Alsace, France",NEUTRAL,2,may,fr
Île Lipatatorne-Sud-Ouest,NEUTRAL,13,may,fr
genève meyrina 17,NEUTRAL,1,may,fr
Paris - Nantes,NEUTRAL,1,may,fr
Switzerland / UK,NEUTRAL,14,may,fr
Le Kremlin-Bicêtre,NEUTRAL,8,may,fr
Geneve,NEGATIVE,1,may,fr
"Lausanne, CH",POSITIVE,1,may,fr
Au repere (78),NEUTRAL,1,may,fr
ya local wendys,NEUTRAL,1,may,fr
Valais/Suisse,NEUTRAL,15,may,fr
Suisse / Geneva,NEUTRAL,1,may,fr
スイス,POSITIVE,4,may,fr
Kestenholz - Jurasüdfuss,NEUTRAL,1,may,fr
Suïssa,NEUTRAL,3,may,fr
Wembley via Yorkshire,NEUTRAL,1,may,fr
94 / Paris V diago zoo,NEUTRAL,1,may,fr
Germany,NEUTRAL,1,may,fr
Marly - Metz,NEUTRAL,5,may,fr
"Péron, France",POSITIVE,1,may,fr
la jonchere saint maurice,NEUTRAL,1,may,fr
Châteauneuf Du Rhône,NEUTRAL,1,may,fr
"47.4518,7.145965",NEUTRAL,1,may,fr
Lausanne,POSITIVE,316,may,fr
614⌨♡,NEUTRAL,2,may,fr
links,POSITIVE,1,may,fr
CH ✈,NEUTRAL,3,may,fr
WASHINGTON- 1298,NEUTRAL,1,may,fr
France - Switzerland - Germany,NEUTRAL,2,may,fr
Sion Switzerland,NEUTRAL,1,may,fr
"Meudon, Ile-de-France",NEUTRAL,11,may,fr
Saint-Etienne.,NEUTRAL,19,may,fr
93370,NEUTRAL,1,may,fr
(Ubicacion) Europa.,NEUTRAL,1,may,fr
Lecce // 1217 Geneva,NEUTRAL,1,may,fr
Morges,NEUTRAL,15,may,fr
Somewhere in Switzerland,NEUTRAL,2,may,fr
"Cambrai, Nord-Pas-de-Calais",NEUTRAL,3,may,fr
CH,NEGATIVE,4,may,fr
"CH, FR",NEUTRAL,5,may,fr
Geneve-Suısse,NEUTRAL,3,may,fr
Ginevra,NEUTRAL,35,may,fr
"Friburg, Switzerland",NEUTRAL,5,may,fr
staps paris X nanterre † ♔,NEUTRAL,20,may,fr
Ljubljana & Basel,NEUTRAL,1,may,fr
"Libertyville, IL.",NEUTRAL,1,may,fr
ksa / my instgram@sha3oooolh,NEUTRAL,1,may,fr
Bienne,NEUTRAL,454,may,fr
La Chaux-de-fonds,NEUTRAL,2,may,fr
Swiss,POSITIVE,26,may,fr
Geneva / Chambéry / Paris,NEUTRAL,2,may,fr
"48.782460, 2.041098",NEUTRAL,1,may,fr
hier und online,POSITIVE,2,may,fr
"Valais, Suisse",NEUTRAL,26,may,fr
"Valais, Suisse #250",NEUTRAL,5,may,fr
"Villars-sur-Glâne, Suisse",POSITIVE,3,may,fr
"Jura, Suisse",NEUTRAL,3,may,fr
69009,NEUTRAL,2,may,fr
Marly,NEUTRAL,1094,may,fr
Basel,NEUTRAL,404,may,fr
"46.996904,6.934439",NEUTRAL,1,may,fr
DTC,NEUTRAL,1,may,fr
Paris -France,NEUTRAL,1,may,fr
Suisse,NEGATIVE,321,may,fr
Bordeaux,NEUTRAL,4,may,fr
brussel,POSITIVE,4,may,fr
Zooropa,NEUTRAL,1,may,fr
Teruel - Zamora,NEUTRAL,1,may,fr
Montreal,NEUTRAL,1,may,fr
GVA Switzerland,NEUTRAL,1,may,fr
Shin Sekai,NEUTRAL,5,may,fr
"Santiago, Chile",NEUTRAL,2,may,fr
"Blonay, Suisse",NEUTRAL,1,may,fr
Bellinzona,NEUTRAL,20,may,fr
"Paris, France",NEUTRAL,24,may,fr
Switzerland | Italy,NEUTRAL,10,may,fr
Landsberg am Lech,NEUTRAL,1,may,fr
Visp,NEUTRAL,6,may,fr
Around the world,NEUTRAL,1,may,fr
Swiss - Valais,NEUTRAL,2,may,fr
"Freiburg, Schweiz",POSITIVE,1,may,fr
hell,NEUTRAL,4,may,fr
gnv,NEUTRAL,16,may,fr
Monte-Carlo,NEUTRAL,3,may,fr
"Créteil, Ile-de-France",NEUTRAL,1,may,fr
Suisse et France,NEUTRAL,49,may,fr
"Bevaix, Neuchâtel",NEUTRAL,2,may,fr
Santiago - Viña del Mar,NEUTRAL,1,may,fr
strasbourg,NEUTRAL,3,may,fr
Switzerland - Europe,NEUTRAL,2,may,fr
Renens,NEUTRAL,11,may,fr
Genève - Charmilles,NEUTRAL,2,may,fr
Switzerland - NE,NEUTRAL,5,may,fr
Lahore,NEUTRAL,1,may,fr
Where Muse are playing...,NEUTRAL,1,may,fr
nowhere and everywhere,NEUTRAL,1,may,fr
"Genève, Suisse",NEUTRAL,488,may,fr
Bellevue,NEUTRAL,1,may,fr
Morges (Suisse),NEUTRAL,1,may,fr
Fribourg ⚓️,NEUTRAL,1,may,fr
"Thonon-les-Bains, Rhône-Alpes",NEUTRAL,13,may,fr
"Moutier, Berne",POSITIVE,1,may,fr
"Fribourg, Switzerland",POSITIVE,2,may,fr
"Nendaz, Valais, Switzerland",NEUTRAL,2,may,fr
Sierre,NEUTRAL,9,may,fr
"Nancy, France",NEUTRAL,21,may,fr
Genève Suisse,POSITIVE,3,may,fr
aigle,NEUTRAL,3,may,fr
"Sommentier, Renens et Thalwil",NEUTRAL,1,may,fr
"Valenciennes, Watteau",NEUTRAL,2,may,fr
Basel-Stadt / Riehen,NEUTRAL,1,may,fr
"Zürich, Suiza",NEUTRAL,1,may,fr
Chamonix Mont Blanc,NEUTRAL,1,may,fr
"Portland, OR",NEUTRAL,1,may,fr
Fribourg Switzerland,NEUTRAL,1,may,fr
Bulle,NEUTRAL,179,may,fr
"Vieux-Condé, Nord-Pas-de-Calais",NEUTRAL,1,may,fr
"Gex, Rhône-Alpes",NEUTRAL,2,may,fr
Orsières-Champex-Lac-Verbier,NEUTRAL,2,may,fr
"Monteria-Cordoba, Colombia :D",NEUTRAL,1,may,fr
"Savigny (Vaud, Suisse)",POSITIVE,1,may,fr
"Nyon, Vaud",NEUTRAL,1,may,fr
London UK3,NEUTRAL,8,may,fr
"suisse,Neuchâtel",NEUTRAL,29,may,fr
"Bâle, Suisse",NEUTRAL,15,may,fr
"IT specialist, Linux lover",NEUTRAL,2,may,fr
Ici et un peu là-bas aussi ...,NEUTRAL,1,may,fr
"Fribourg, Suisse",NEUTRAL,15,may,fr
Bern,NEUTRAL,577,may,fr
Zurich,NEUTRAL,937,may,fr
ciel d'unys,NEUTRAL,12,may,fr
Leuk,NEUTRAL,1,may,fr
"Biel/Bienne, Switzerland",NEUTRAL,1,may,fr
"Nashville, TN, USA",NEUTRAL,1,may,fr
Berlin | Lausanne,NEUTRAL,1,may,fr
gdlt metz,NEUTRAL,5,may,fr
"Yverdon-les-Bains, Switzerland",NEUTRAL,1,may,fr
bienne,NEUTRAL,1,may,fr
Somewhere around the World.,NEUTRAL,3,may,fr
Везде,NEUTRAL,1,may,fr
Geneva,POSITIVE,185,may,fr
Cité de Calvin & Novum Castrum,NEUTRAL,99,may,fr
Bretagne,NEUTRAL,5,may,fr
"Yverdon-les-Bains, Vaud",NEUTRAL,2,may,fr
"Kuala Lumpur, Malaysia",NEUTRAL,1,may,fr
"Aguilas, Región de Murcia",NEUTRAL,9,may,fr
"Hollywood, California",NEUTRAL,1,may,fr
Always with Louis,NEUTRAL,1,may,fr
Deutschland,NEUTRAL,1,may,fr
metz | LV,NEUTRAL,1,may,fr
Sion/Suisse,NEUTRAL,1,may,fr
Genève - Saintes,NEUTRAL,1,may,fr
Bruxelles,NEUTRAL,3,may,fr
Hueco Mundo,NEUTRAL,5,may,fr
"Danjoutin, Franche-Comté",NEUTRAL,1,may,fr
BIOTOPE - ZERO,NEUTRAL,1,may,fr
"Montreux, Suisse",NEUTRAL,5,may,fr
Somewhere over the rainbow,NEUTRAL,2,may,fr
Lausanne - Alger - Berne,NEUTRAL,1,may,fr
"Lausanne, Suisse",POSITIVE,2,may,fr
London; Geneva,NEUTRAL,1,may,fr
Pully. in SweetZerland.,NEUTRAL,1,may,fr
Boston,NEUTRAL,3,may,fr
#TeamEetS,NEUTRAL,39,may,fr
Dubai - UAE,NEUTRAL,2,may,fr
Châtelaine - Genève,NEUTRAL,1,may,fr
スイス,NEGATIVE,1,may,fr
"The Netherlands, Europe",NEUTRAL,1,may,fr
Payerne,NEUTRAL,17,may,fr
Belfort,NEUTRAL,2,may,fr
Marseille...,NEUTRAL,1,may,fr
Lausanne / Berlin,NEUTRAL,7,may,fr
"Lausanne, Switzerland",POSITIVE,2,may,fr
"59 Montée du Chemin Neuf, Lyon",NEUTRAL,2,may,fr
"Saint Louis, Alsace",NEUTRAL,1,may,fr
"Valais, Fully",NEUTRAL,2,may,fr
Lausanne,NEGATIVE,38,may,fr
Les Diablerets,NEUTRAL,1,may,fr
"Neuchâtel, Suisse",POSITIVE,6,may,fr
Confoederatio Helvetica,NEUTRAL,3,may,fr
Kroatien,NEUTRAL,1,may,fr
Sainte-Foy Tarentaise,NEUTRAL,1,may,fr
The White White West,NEUTRAL,6,may,fr
Savigny /Suisse,NEUTRAL,4,may,fr
Suisse romande,NEUTRAL,3,may,fr
e.fasquel@robert-aebi.com,NEUTRAL,4,may,fr
Basilea,NEUTRAL,2,may,fr
Saint-Imier / Suisse,NEUTRAL,4,may,fr
Suisse - Berne,NEUTRAL,2,may,fr
Schenkon,NEUTRAL,1,may,fr
Summoner's Rift,NEGATIVE,1,may,fr
"Gland, Suisse",POSITIVE,46,may,fr
México,NEUTRAL,2,may,fr
Switzerland but from Portugal,NEUTRAL,1,may,fr
Swiss,NEGATIVE,5,may,fr
Neuchatel,NEUTRAL,3,may,fr
"Winterthur, Schweiz",NEUTRAL,2,may,fr
Suisse JU,NEUTRAL,23,may,fr
"Nyon, Switzerland",NEUTRAL,10,may,fr
Hong Kong,NEUTRAL,2,may,fr
Delémont,POSITIVE,5,may,fr
"Monthey, Valais",NEUTRAL,4,may,fr
Berna,NEUTRAL,8,may,fr
Ur mom,NEUTRAL,2,may,fr
#Tours,NEUTRAL,3,may,fr
"Bärn, Bienne",NEUTRAL,3,may,fr
MéxicoD.F.,NEUTRAL,3,may,fr
Val d'Oise (95),NEUTRAL,193,may,fr
